STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DLY-CLDD-BASE45,DLY-CLDD-BASE45_ATTRIBUTES,DLY-CLDD-BASE50,DLY-CLDD-BASE50_ATTRIBUTES,DLY-CLDD-BASE55,DLY-CLDD-BASE55_ATTRIBUTES,DLY-CLDD-BASE57,DLY-CLDD-BASE57_ATTRIBUTES,DLY-CLDD-BASE60,DLY-CLDD-BASE60_ATTRIBUTES,DLY-CLDD-BASE70,DLY-CLDD-BASE70_ATTRIBUTES,DLY-CLDD-BASE72,DLY-CLDD-BASE72_ATTRIBUTES,DLY-CLDD-NORMAL,DLY-CLDD-NORMAL_ATTRIBUTES,DLY-DUTR-NORMAL,DLY-DUTR-NORMAL_ATTRIBUTES,DLY-DUTR-STDDEV,DLY-DUTR-STDDEV_ATTRIBUTES,DLY-GRDD-BASE40,DLY-GRDD-BASE40_ATTRIBUTES,DLY-GRDD-BASE45,DLY-GRDD-BASE45_ATTRIBUTES,DLY-GRDD-BASE50,DLY-GRDD-BASE50_ATTRIBUTES,DLY-GRDD-BASE55,DLY-GRDD-BASE55_ATTRIBUTES,DLY-GRDD-BASE57,DLY-GRDD-BASE57_ATTRIBUTES,DLY-GRDD-BASE60,DLY-GRDD-BASE60_ATTRIBUTES,DLY-GRDD-BASE65,DLY-GRDD-BASE65_ATTRIBUTES,DLY-GRDD-BASE70,DLY-GRDD-BASE70_ATTRIBUTES,DLY-GRDD-BASE72,DLY-GRDD-BASE72_ATTRIBUTES,DLY-GRDD-TB4886,DLY-GRDD-TB4886_ATTRIBUTES,DLY-GRDD-TB5086,DLY-GRDD-TB5086_ATTRIBUTES,DLY-HTDD-BASE40,DLY-HTDD-BASE40_ATTRIBUTES,DLY-HTDD-BASE45,DLY-HTDD-BASE45_ATTRIBUTES,DLY-HTDD-BASE50,DLY-HTDD-BASE50_ATTRIBUTES,DLY-HTDD-BASE55,DLY-HTDD-BASE55_ATTRIBUTES,DLY-HTDD-BASE57,DLY-HTDD-BASE57_ATTRIBUTES,DLY-HTDD-BASE60,DLY-HTDD-BASE60_ATTRIBUTES,DLY-HTDD-NORMAL,DLY-HTDD-NORMAL_ATTRIBUTES,DLY-TAVG-NORMAL,DLY-TAVG-NORMAL_ATTRIBUTES,DLY-TAVG-STDDEV,DLY-TAVG-STDDEV_ATTRIBUTES,DLY-TMAX-NORMAL,DLY-TMAX-NORMAL_ATTRIBUTES,DLY-TMAX-STDDEV,DLY-TMAX-STDDEV_ATTRIBUTES,DLY-TMIN-NORMAL,DLY-TMIN-NORMAL_ATTRIBUTES,DLY-TMIN-STDDEV,DLY-TMIN-STDDEV_ATTRIBUTES
USC00105414,27-Feb,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,239,R,102,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,-7777,R,10,R,15,R,20,R,25,R,27,R,30,R,35,R,300,R,63,R,420,R,68,R,180,R,92,R
USC00105414,28-Feb,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,239,R,102,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,-7777,R,10,R,15,R,20,R,25,R,27,R,30,R,35,R,303,R,62,R,423,R,68,R,184,R,90,R
USC00105414,Feb-29,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,239,R,102,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,-7777,R,10,R,14,R,19,R,24,R,26,R,29,R,34,R,305,R,62,R,425,R,68,R,186,R,89,R
USC00105414,1-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,239,R,101,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,-7777,R,9,R,14,R,19,R,24,R,26,R,29,R,34,R,307,R,61,R,426,R,68,R,188,R,88,R
USC00105414,2-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,238,R,101,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,-7777,R,9,R,14,R,19,R,24,R,26,R,29,R,34,R,310,R,60,R,429,R,69,R,191,R,87,R
USC00105414,3-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,238,R,101,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,-7777,R,9,R,14,R,19,R,24,R,26,R,29,R,34,R,314,R,59,R,432,R,69,R,195,R,85,R
USC00105414,4-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,237,R,101,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,-7777,R,8,R,13,R,18,R,23,R,25,R,28,R,33,R,317,R,59,R,436,R,70,R,199,R,83,R
USC00105414,5-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,236,R,100,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,-7777,R,8,R,13,R,18,R,23,R,25,R,28,R,33,R,321,R,58,R,439,R,70,R,202,R,82,R
USC00105414,6-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,236,R,100,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,-7777,R,8,R,13,R,18,R,23,R,25,R,28,R,33,R,324,R,57,R,442,R,70,R,206,R,80,R
USC00105414,7-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,235,R,100,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,7,R,12,R,17,R,22,R,24,R,27,R,32,R,328,R,56,R,445,R,71,R,210,R,78,R
USC00105414,8-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,235,R,99,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,7,R,12,R,17,R,22,R,24,R,27,R,32,R,331,R,55,R,449,R,71,R,214,R,77,R
USC00105414,9-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,234,R,99,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,7,R,12,R,17,R,22,R,24,R,27,R,32,R,335,R,54,R,452,R,71,R,218,R,75,R
USC00105414,10-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,234,R,99,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,6,R,11,R,16,R,21,R,23,R,26,R,31,R,338,R,54,R,455,R,71,R,221,R,74,R
USC00105414,11-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,233,R,99,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,6,R,11,R,16,R,21,R,23,R,26,R,31,R,342,R,53,R,458,R,72,R,225,R,72,R
USC00105414,12-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,233,R,99,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,6,R,10,R,15,R,20,R,22,R,25,R,30,R,345,R,52,R,462,R,72,R,229,R,71,R
USC00105414,13-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,233,R,99,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,5,R,10,R,15,R,20,R,22,R,25,R,30,R,349,R,52,R,465,R,73,R,232,R,70,R
USC00105414,14-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,233,R,99,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,5,R,10,R,15,R,20,R,22,R,25,R,30,R,352,R,51,R,468,R,74,R,235,R,68,R
USC00105414,15-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,233,R,99,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,5,R,9,R,14,R,19,R,21,R,24,R,29,R,355,R,51,R,472,R,74,R,239,R,67,R
USC00105414,16-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,233,R,100,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,4,R,9,R,14,R,19,R,21,R,24,R,29,R,358,R,51,R,475,R,75,R,242,R,66,R
USC00105414,17-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,233,R,100,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,4,R,9,R,14,R,19,R,21,R,24,R,29,R,362,R,50,R,478,R,76,R,245,R,65,R
USC00105414,18-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,233,R,101,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,4,R,9,R,14,R,19,R,21,R,24,R,29,R,365,R,50,R,482,R,76,R,248,R,64,R
USC00105414,19-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,234,R,101,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,4,R,8,R,13,R,18,R,20,R,23,R,28,R,368,R,50,R,485,R,77,R,251,R,63,R
USC00105414,20-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,234,R,102,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,4,R,8,R,13,R,18,R,20,R,23,R,28,R,371,R,50,R,488,R,78,R,254,R,63,R
USC00105414,21-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,235,R,102,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,3,R,8,R,13,R,18,R,20,R,23,R,28,R,374,R,50,R,492,R,79,R,256,R,62,R
USC00105414,22-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,236,R,103,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,3,R,7,R,12,R,17,R,19,R,22,R,27,R,377,R,50,R,495,R,80,R,259,R,61,R
USC00105414,23-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,237,R,103,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,3,R,7,R,12,R,17,R,19,R,22,R,27,R,380,R,50,R,498,R,81,R,261,R,60,R
USC00105414,24-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,238,R,104,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,3,R,7,R,12,R,17,R,19,R,22,R,27,R,382,R,50,R,501,R,82,R,263,R,60,R
USC00105414,25-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,239,R,105,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,3,R,7,R,12,R,16,R,18,R,21,R,26,R,385,R,50,R,505,R,83,R,265,R,59,R
USC00105414,26-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,241,R,105,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,3,R,6,R,11,R,16,R,18,R,21,R,26,R,388,R,51,R,508,R,84,R,267,R,59,R
USC00105414,27-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,242,R,106,R,2,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,3,R,6,R,11,R,16,R,18,R,21,R,26,R,390,R,51,R,511,R,85,R,269,R,59,R
USC00105414,28-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,244,R,106,R,2,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,2,R,6,R,11,R,16,R,18,R,21,R,26,R,393,R,52,R,515,R,86,R,271,R,58,R
USC00105414,29-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,245,R,107,R,2,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,2,R,6,R,11,R,15,R,17,R,20,R,25,R,395,R,52,R,518,R,88,R,273,R,58,R
USC00105414,30-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,247,R,107,R,2,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,2,R,6,R,10,R,15,R,17,R,20,R,25,R,398,R,53,R,521,R,89,R,274,R,58,R
USC00105414,31-Mar,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,249,R,108,R,2,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,3,R,2,R,6,R,10,R,15,R,17,R,20,R,25,R,400,R,53,R,524,R,90,R,275,R,58,R
USC00105414,1-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,251,R,109,R,2,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,3,R,2,R,5,R,10,R,15,R,17,R,20,R,25,R,402,R,54,R,527,R,91,R,277,R,58,R
USC00105414,2-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,253,R,109,R,3,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,3,R,2,R,5,R,10,R,15,R,17,R,20,R,25,R,404,R,54,R,531,R,92,R,278,R,58,R
USC00105414,3-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,255,R,110,R,3,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,3,R,2,R,5,R,9,R,14,R,16,R,19,R,24,R,406,R,55,R,534,R,93,R,279,R,58,R
USC00105414,4-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,257,R,111,R,3,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,3,R,2,R,5,R,9,R,14,R,16,R,19,R,24,R,409,R,56,R,537,R,94,R,280,R,59,R
USC00105414,5-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,259,R,111,R,3,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,3,R,2,R,5,R,9,R,14,R,16,R,19,R,24,R,411,R,56,R,540,R,96,R,281,R,59,R
USC00105414,6-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,261,R,112,R,3,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,3,R,2,R,5,R,9,R,14,R,16,R,19,R,24,R,413,R,57,R,543,R,97,R,282,R,59,R
USC00105414,7-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,263,R,113,R,3,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,3,R,2,R,5,R,9,R,14,R,16,R,19,R,24,R,415,R,57,R,546,R,98,R,283,R,59,R
USC00105414,8-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,265,R,113,R,3,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,3,R,2,R,5,R,8,R,13,R,15,R,18,R,23,R,417,R,58,R,549,R,99,R,284,R,59,R
USC00105414,9-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,267,R,113,R,4,R,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,4,R,2,R,4,R,8,R,13,R,15,R,18,R,23,R,419,R,58,R,552,R,99,R,285,R,59,R
USC00105414,10-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,269,R,114,R,4,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,4,R,4,R,2,R,4,R,8,R,13,R,15,R,18,R,23,R,421,R,59,R,555,R,100,R,286,R,59,R
USC00105414,11-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,271,R,114,R,4,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,4,R,4,R,2,R,4,R,8,R,13,R,15,R,18,R,23,R,423,R,59,R,558,R,100,R,287,R,59,R
USC00105414,12-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,273,R,114,R,4,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,5,R,4,R,1,R,4,R,8,R,13,R,15,R,18,R,23,R,425,R,60,R,561,R,100,R,288,R,60,R
USC00105414,13-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,275,R,114,R,4,R,2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,5,R,4,R,1,R,4,R,8,R,12,R,14,R,17,R,22,R,427,R,60,R,564,R,101,R,289,R,60,R
USC00105414,14-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,277,R,114,R,4,R,2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,5,R,4,R,1,R,4,R,7,R,12,R,14,R,17,R,22,R,429,R,60,R,567,R,101,R,290,R,60,R
USC00105414,15-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,279,R,114,R,4,R,2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,5,R,4,R,1,R,4,R,7,R,12,R,14,R,17,R,22,R,431,R,60,R,570,R,101,R,291,R,60,R
USC00105414,16-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,280,R,114,R,4,R,2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,5,R,4,R,1,R,3,R,7,R,12,R,14,R,17,R,22,R,433,R,61,R,573,R,102,R,293,R,60,R
USC00105414,17-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,282,R,114,R,5,R,2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,5,R,4,R,1,R,3,R,7,R,12,R,14,R,17,R,22,R,435,R,61,R,576,R,102,R,294,R,60,R
USC00105414,18-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,284,R,114,R,5,R,2,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,5,R,4,R,1,R,3,R,7,R,11,R,13,R,16,R,21,R,437,R,61,R,579,R,102,R,295,R,60,R
USC00105414,19-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,285,R,114,R,5,R,2,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,5,R,5,R,1,R,3,R,7,R,11,R,13,R,16,R,21,R,439,R,62,R,582,R,102,R,297,R,60,R
USC00105414,20-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,286,R,114,R,5,R,2,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,6,R,5,R,1,R,3,R,6,R,11,R,13,R,16,R,21,R,441,R,62,R,585,R,103,R,298,R,60,R
USC00105414,21-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,288,R,114,R,5,R,2,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,0,R,6,R,5,R,1,R,3,R,6,R,11,R,13,R,16,R,21,R,444,R,62,R,587,R,103,R,300,R,61,R
USC00105414,22-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,-7777,R,289,R,113,R,5,R,2,R,1,R,-7777,R,-7777,R,-7777,R,-7777,R,0,R,0,R,6,R,5,R,1,R,3,R,6,R,11,R,12,R,15,R,20,R,446,R,62,R,590,R,103,R,301,R,61,R
USC00105414,23-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,-7777,R,290,R,113,R,5,R,2,R,1,R,-7777,R,-7777,R,-7777,R,-7777,R,0,R,0,R,6,R,5,R,1,R,3,R,6,R,10,R,12,R,15,R,20,R,448,R,63,R,593,R,103,R,303,R,61,R
USC00105414,24-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",2,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,-7777,R,291,R,113,R,6,R,2,R,1,R,-7777,R,-7777,R,-7777,R,-7777,R,0,R,0,R,6,R,5,R,1,R,2,R,6,R,10,R,12,R,15,R,20,R,450,R,63,R,596,R,103,R,305,R,61,R
USC00105414,25-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",3,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,-7777,R,292,R,113,R,6,R,3,R,1,R,-7777,R,-7777,R,-7777,R,-7777,R,0,R,0,R,6,R,5,R,1,R,2,R,6,R,10,R,12,R,15,R,20,R,453,R,63,R,599,R,104,R,307,R,61,R
USC00105414,26-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",3,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,-7777,R,293,R,113,R,6,R,3,R,1,R,-7777,R,-7777,R,-7777,R,-7777,R,0,R,0,R,6,R,5,R,1,R,2,R,5,R,10,R,12,R,15,R,19,R,455,R,63,R,601,R,104,R,309,R,62,R
USC00105414,27-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",3,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,-7777,R,294,R,113,R,6,R,3,R,1,R,-7777,R,-7777,R,-7777,R,-7777,R,0,R,0,R,6,R,5,R,-7777,R,2,R,5,R,10,R,11,R,14,R,19,R,457,R,64,R,604,R,104,R,311,R,62,R
USC00105414,28-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",3,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,-7777,R,294,R,113,R,6,R,3,R,1,R,-7777,R,-7777,R,-7777,R,-7777,R,0,R,0,R,6,R,6,R,-7777,R,2,R,5,R,9,R,11,R,14,R,19,R,460,R,64,R,607,R,104,R,313,R,62,R
USC00105414,29-Apr,44.08278,-115.61861,1194.8,"LOWMAN, ID US",3,R,1,R,-7777,R,-7777,R,-7777,R,0,R,0,R,-7777,R,295,R,113,R,7,R,3,R,1,R,-7777,R,-7777,R,-7777,R,-7777,R,0,R,0,R,7,R,6,R,-7777,R,2,R,5,R,9,R,11,R,14,R,19,R,462,R,64,R,610,R,104,R,315,R,62,R
